	Getränk	Region	Bestellnummer	Rechnungsnummer	Kundennummer	Listenpreis	Rabatt in Prozent	Verkaufspreis	Rabatt Preis	Einkaufpreis	VK Peris in USD
1820	Wein	USA	894.0	RE_2023_894	268.0	127.31	5	127.31	-6.3700000000000045	95.48	130.08
2796	Whisky	EU	1870.0	RE_2023_1870	61.0	84.97	0	84.97	0.0	63.73	91.39
8807	Wein	EU	7881.0	RE_2023_7881	31.0	159.05	0	159.05	0.0	119.29	171.07
6099	Wein	USA	5173.0	RE_2023_5173	257.0	115.98	0	115.98	0.0	86.98	124.75
9697	Whisky	EU	8771.0	RE_2023_8771	86.0	227.05	0	227.05	0.0	170.29	244.21
3622	Whisky	EU	2696.0	RE_2023_2696	13.0	87.05	0	87.05	0.0	65.29	93.63
2637	Whisky	EU	1711.0	RE_2023_1711	77.0	206.33	0	206.33	0.0	154.75	221.93
7109	Whisky	EU	6183.0	RE_2023_6183	177.0	194.94	10	194.94	-19.49000000000001	146.2	188.71
10686	Whisky	EU	9760.0	RE_2023_9760	13.0	94.09	0	94.09	0.0	70.57	101.2
1603	Wein	USA	677.0	RE_2023_677	168.0	177.36	0	177.36	0.0	133.02	190.77
10480	Champagner	EU	9554.0	RE_2023_9554	13.0	135.04	0	135.04	0.0	101.28	145.25
10046	Whisky	EU	9120.0	RE_2023_9120	106.0	208.77	0	208.77	0.0	156.58	224.55
7395	Rum	EU	6469.0	RE_2023_6469	250.0	189.57	0	189.57	0.0	142.18	203.9
6433	Whisky	EU	5507.0	RE_2023_5507	282.0	159.8	0	159.8	0.0	119.85	171.88
3869	Wein	USA	2943.0	RE_2023_2943	41.0	139.77	0	139.77	0.0	104.83	150.34
6903	Whisky	USA	5977.0	RE_2023_5977	138.0	201.34	5	201.34	-10.069999999999993	151.0	205.73
2571	Whisky	USA	1645.0	RE_2023_1645	263.0	117.8	5	117.8	-5.890000000000001	88.35	120.37
2600	Champagner	Asien	1674.0	RE_2023_1674	76.0	151.96	0	151.96	0.0	113.97	163.45
9709	Rum	Asien	8783.0	RE_2023_8783	59.0	167.46	0	167.46	0.0	125.6	180.12
9190	Champagner	EU	8264.0	RE_2023_8264	133.0	124.78	0	124.78	0.0	93.58	134.21
3101	Whisky	Asien	2175.0	RE_2023_2175	282.0	123.51	0	123.51	0.0	92.63	132.85
9105	Wein	EU	8179.0	RE_2023_8179	226.0	136.38	0	136.38	0.0	102.28	146.69
7543	Whisky	USA	6617.0	RE_2023_6617	128.0	166.17	0	166.17	0.0	124.63	178.73
923	Whisky	Asien	9946.0	RE_2023_9946	52.0	174.02	0	174.02	0.0	130.52	187.18
10286	Rum	USA	9360.0	RE_2023_9360	247.0	227.72	5	227.72	-11.389999999999986	170.79	232.68
4847	Wein	Asien	3921.0	RE_2023_3921	293.0	154.99	0	154.99	0.0	116.24	166.71
429	Wein	EU	2042.0	RE_2023_2042	72.0	152.12	0	152.12	0.0	114.09	163.62
6805	Champagner	EU	5879.0	RE_2023_5879	149.0	136.15	0	136.15	0.0	102.11	146.44
3282	Whisky	EU	2356.0	RE_2023_2356	70.0	205.67	0	205.67	0.0	154.25	221.22
1091	Wein	EU	165.0	RE_2023_165	157.0	204.32	5	204.32	-10.219999999999999	153.24	208.77
10274	Wein	EU	9348.0	RE_2023_9348	242.0	90.37	0	90.37	0.0	67.78	97.2
3119	Whisky	EU	2193.0	RE_2023_2193	130.0	194.54	0	194.54	0.0	145.9	209.25
5833	Rum	Asien	4907.0	RE_2023_4907	173.0	182.79	0	182.79	0.0	137.09	196.61
6402	Wein	EU	5476.0	RE_2023_5476	221.0	116.23	5	116.23	-5.810000000000002	87.17	118.77
4416	Champagner	USA	3490.0	RE_2023_3490	185.0	90.53	0	90.53	0.0	67.9	97.37
7978	Champagner	EU	7052.0	RE_2023_7052	131.0	138.8	0	138.8	0.0	104.1	149.29
4448	Whisky	EU	3522.0	RE_2023_3522	180.0	107.12	0	107.12	0.0	80.34	115.22
1932	Whisky	Asien	1006.0	RE_2023_1006	69.0	89.48	10	89.48	-8.950000000000003	67.11	86.62
6016	Whisky	EU	5090.0	RE_2023_5090	49.0	120.11	0	120.11	0.0	90.08	129.19
3416	Whisky	USA	2490.0	RE_2023_2490	159.0	188.09	0	188.09	0.0	141.07	202.31
1074	Wein	USA	148.0	RE_2023_148	70.0	224.6	0	224.6	0.0	168.45	241.58
3591	Rum	EU	2665.0	RE_2023_2665	106.0	132.41	0	132.41	0.0	99.31	142.42
992	Wein	EU	66.0	RE_2023_66	290.0	205.62	0	205.62	0.0	154.22	221.16
4585	Wein	EU	3659.0	RE_2023_3659	25.0	216.88	0	216.88	0.0	162.66	233.28
5810	Whisky	EU	4884.0	RE_2023_4884	176.0	88.16	0	88.16	0.0	66.12	94.82
1892	Whisky	EU	966.0	RE_2023_966	298.0	174.53	0	174.53	0.0	130.9	187.72
7714	Champagner	USA	6788.0	RE_2023_6788	76.0	114.04	0	114.04	0.0	85.53	122.66
8295	Whisky	Asien	7369.0	RE_2023_7369	186.0	225.55	0	225.55	0.0	169.16	242.6
1237	Whisky	USA	311.0	RE_2023_311	77.0	185.05	0	185.05	0.0	138.79	199.04
283	Whisky	USA	9155.0	RE_2023_9155	70.0	133.94	5	133.94	-6.239999999999995	100.46	136.86
6283	Whisky	EU	5357.0	RE_2023_5357	109.0	103.85	0	103.85	0.0	77.89	111.7
10158	Whisky	EU	9232.0	RE_2023_9232	170.0	147.84	5	147.84	-7.390000000000015	110.88	151.07
7768	Wein	Asien	6842.0	RE_2023_6842	79.0	220.6	0	220.6	0.0	165.45	237.28
9267	Rum	Asien	8341.0	RE_2023_8341	4.0	159.96	0	159.96	0.0	119.97	172.05
7056	Wein	USA	6130.0	RE_2023_6130	45.0	131.67	5	131.67	-6.579999999999984	98.75	134.55
9047	Champagner	EU	8121.0	RE_2023_8121	261.0	192.98	0	192.98	0.0	144.73	207.57
9469	Whisky	USA	8543.0	RE_2023_8543	100.0	115.78	0	115.78	0.0	86.84	124.53
1216	Whisky	USA	290.0	RE_2023_290	22.0	124.67	5	124.67	-6.230000000000004	93.5	127.39
3038	Wein	EU	2112.0	RE_2023_2112	63.0	151.14	5	151.14	-7.559999999999974	113.35	154.43
6905	Wein	EU	5979.0	RE_2023_5979	287.0	158.83	0	158.83	0.0	119.12	170.84
9669	Wein	EU	8743.0	RE_2023_8743	198.0	199.72	0	199.72	0.0	149.79	214.82
10510	Wein	EU	9584.0	RE_2023_9584	99.0	102.17	0	102.17	0.0	76.63	109.89
2586	Champagner	EU	1660.0	RE_2023_1660	196.0	143.78	0	143.78	0.0	107.84	154.65
3373	Rum	EU	2447.0	RE_2023_2447	294.0	209.44	0	209.44	0.0	157.08	225.27
3043	Rum	USA	2117.0	RE_2023_2117	238.0	106.36	0	106.36	0.0	79.77	114.4
7146	Whisky	EU	6220.0	RE_2023_6220	214.0	99.41	0	99.41	0.0	74.56	106.93
7220	Champagner	EU	6294.0	RE_2023_6294	63.0	208.86	0	208.86	0.0	156.65	224.65
4094	Whisky	EU	3168.0	RE_2023_3168	40.0	95.83	0	95.83	0.0	71.87	103.07
5161	Champagner	Asien	4235.0	RE_2023_4235	268.0	96.66	0	96.66	0.0	72.5	103.97
10816	Whisky	EU	9890.0	RE_2023_9890	1.0	194.17	5	194.17	-9.70999999999998	145.63	198.41
7336	Champagner	EU	6410.0	RE_2023_6410	92.0	225.59	0	225.59	0.0	169.19	242.64
219	Whisky	EU	6275.0	RE_2023_6275	42.0	210.49	0	210.49	0.0	157.87	226.4
10422	Whisky	Asien	9496.0	RE_2023_9496	94.0	135.38	0	135.38	0.0	101.54	145.61
7183	Whisky	EU	6257.0	RE_2023_6257	9.0	227.23	10	227.23	-22.72	170.42	219.97
6306	Whisky	EU	5380.0	RE_2023_5380	199.0	115.46	0	115.46	0.0	86.6	124.19
4009	Whisky	EU	3083.0	RE_2023_3083	143.0	169.73	0	169.73	0.0	127.3	182.56
1698	Whisky	EU	772.0	RE_2023_772	105.0	104.51	0	104.51	0.0	78.38	112.41
8074	Rum	USA	7148.0	RE_2023_7148	236.0	166.07	0	166.07	0.0	124.55	178.62
6366	Whisky	EU	5440.0	RE_2023_5440	276.0	191.3	0	191.3	0.0	143.48	205.76
7233	Whisky	EU	6307.0	RE_2023_6307	59.0	152.26	10	152.26	-15.22999999999999	114.2	147.39
7159	Wein	USA	6233.0	RE_2023_6233	183.0	135.26	0	135.26	0.0	101.44	145.49
3069	Whisky	EU	2143.0	RE_2023_2143	48.0	121.56	0	121.56	0.0	91.17	130.75
8025	Whisky	USA	7099.0	RE_2023_7099	152.0	139.06	0	139.06	0.0	104.3	149.57
3989	Rum	USA	3063.0	RE_2023_3063	267.0	130.38	0	130.38	0.0	97.78	140.24
7848	Champagner	USA	6922.0	RE_2023_6922	201.0	132.69	0	132.69	0.0	99.52	142.72
8116	Rum	USA	7190.0	RE_2023_7190	299.0	110.45	0	110.45	0.0	82.84	118.8
3798	Wein	EU	2872.0	RE_2023_2872	118.0	187.21	0	187.21	0.0	140.41	201.36
6038	Wein	USA	5112.0	RE_2023_5112	36.0	164.99	0	164.99	0.0	123.74	177.46
8843	Wein	EU	7917.0	RE_2023_7917	232.0	143.07	5	143.07	-7.150000000000006	107.3	146.2
997	Whisky	Asien	71.0	RE_2023_71	68.0	125.02	0	125.02	0.0	93.76	134.47
6875	Whisky	EU	5949.0	RE_2023_5949	31.0	155.08	5	155.08	-7.75	116.31	158.47
3704	Whisky	Asien	2778.0	RE_2023_2778	254.0	184.93	0	184.93	0.0	138.7	198.91
788	Wein	EU	7786.0	RE_2023_7786	130.0	158.84	0	158.84	0.0	119.13	170.85
2302	Whisky	USA	1376.0	RE_2023_1376	152.0	126.77	5	126.77	-6.339999999999989	95.08	129.53
10369	Whisky	EU	9443.0	RE_2023_9443	177.0	157.65	0	157.65	0.0	118.24	169.57
6872	Rum	EU	5946.0	RE_2023_5946	211.0	87.92	0	87.92	0.0	65.94	94.57
10221	Wein	Asien	9295.0	RE_2023_9295	213.0	138.64	5	138.64	-6.929999999999978	103.98	141.67
5951	Wein	EU	5025.0	RE_2023_5025	87.0	158.14	0	158.14	0.0	118.6	170.1
3128	Whisky	Asien	2202.0	RE_2023_2202	114.0	130.1	0	130.1	0.0	97.57	139.94
10673	Wein	USA	9747.0	RE_2023_9747	114.0	195.71	5	195.71	-9.79000000000002	146.78	199.98
9134	Wein	USA	8208.0	RE_2023_8208	160.0	152.36	0	152.36	0.0	114.27	163.88
1064	Champagner	Asien	138.0	RE_2023_138	110.0	98.64	0	98.64	0.0	73.98	106.1
8906	Wein	EU	7980.0	RE_2023_7980	61.0	104.29	0	104.29	0.0	78.22	112.17
7228	Rum	Asien	6302.0	RE_2023_6302	105.0	180.26	0	180.26	0.0	135.2	193.89
4600	Whisky	USA	3674.0	RE_2023_3674	196.0	90.73	5	90.73	-4.540000000000006	68.05	92.71
10888	Rum	EU	9962.0	RE_2023_9962	145.0	100.57	0	100.57	0.0	75.43	108.17
7249	Whisky	EU	6323.0	RE_2023_6323	178.0	165.03	0	165.03	0.0	123.77	177.51
73	Whisky	Asien		RE_2023_10005	62.0	147.88	0	147.88	0.0	110.91	159.06
7358	Whisky	USA	6432.0	RE_2023_6432	192.0	163.1	5	163.1	-8.159999999999997	122.32	166.65
1526	Whisky	USA	600.0	RE_2023_600	213.0	203.85	0	203.85	0.0	152.89	219.26
4235	Wein	USA	3309.0	RE_2023_3309	296.0	100.31	0	100.31	0.0	75.23	107.89
2931	Whisky	USA	2005.0	RE_2023_2005	39.0	150.91	0	150.91	0.0	113.18	162.32
1551	Whisky	USA	625.0	RE_2023_625	78.0	160.21	0	160.21	0.0	120.16	172.32
3558	Wein	EU	2632.0	RE_2023_2632	288.0	189.61	0	189.61	0.0	142.21	203.94
5901	Wein	EU	4975.0	RE_2023_4975	5.0	115.31	0	115.31	0.0	86.48	124.03
102	Whisky	Asien	1010.0	RE_2023_1010	21.0	213.25	0	213.25	0.0	159.94	229.37
10197	Whisky	Asien	9271.0	RE_2023_9271	3.0	139.11	0	139.11	0.0	104.33	149.63
845	Champagner	EU	8698.0	RE_2023_8698	253.0	132.35	5	132.35	-6.61999999999999	99.26	135.24
5347	Whisky	Asien	4421.0	RE_2023_4421	166.0	220.69	0	220.69	0.0	165.52	237.37
10339	Wein	Asien	9413.0	RE_2023_9413	14.0	219.94	0	219.94	0.0	164.96	236.57
187	Whisky	EU	4835.0	RE_2023_4835	4.0	114.92	0	114.92	0.0	86.19	123.61
10188	Wein	USA	9262.0	RE_2023_9262	78.0	115.65	0	115.65	0.0	86.74	124.39
7190	Whisky	USA	6264.0	RE_2023_6264	246.0	84.49	0	84.49	0.0	63.37	90.88
2755	Champagner	USA	1829.0	RE_2023_1829	55.0	206.53	0	206.53	0.0	154.9	222.14
8524	Wein	Asien	7598.0	RE_2023_7598	153.0	190.95	0	190.95	0.0	143.21	205.39
1893	Rum	EU	967.0	RE_2023_967	297.0	179.37	5	179.37	-8.969999999999999	134.53	183.28
6940	Wein	USA	6014.0	RE_2023_6014	142.0	132.99	0	132.99	0.0	99.74	143.04
7333	Whisky	EU	6407.0	RE_2023_6407	118.0	130.49	0	130.49	0.0	97.87	140.36
4238	Wein	EU	3312.0	RE_2023_3312	165.0	180.01	0	180.01	0.0	135.01	193.62
4692	Champagner	EU	3766.0	RE_2023_3766	230.0	176.56	0	176.56	0.0	132.42	189.91
2935	Champagner	EU	2009.0	RE_2023_2009	89.0	86.05	0	86.05	0.0	64.54	92.56
3012	Champagner	EU	2086.0	RE_2023_2086	271.0	159.36	0	159.36	0.0	119.52	171.41
2961	Wein	Asien	2035.0	RE_2023_2035	191.0	83.65	0	83.65	0.0	62.74	89.97
1053	Rum	USA	127.0	RE_2023_127	4.0	229.91	0	229.91	0.0	172.43	247.29
8970	Rum	Asien	8044.0	RE_2023_8044	27.0	187.9	0	187.9	0.0	140.93	202.11
6767	Whisky	USA	5841.0	RE_2023_5841	252.0	227.71	0	227.71	0.0	170.78	244.92
449	Whisky	EU	2362.0	RE_2023_2362	298.0	116.21	0	116.21	0.0	87.16	125.0
4633	Wein	EU	3707.0	RE_2023_3707	10.0	158.06	5	158.06	-7.900000000000006	118.54	161.51
2943	Champagner	EU	2017.0	RE_2023_2017	55.0	123.5	0	123.5	0.0	92.62	132.84
6579	Whisky	USA	5653.0	RE_2023_5653	272.0	166.38	0	166.38	0.0	124.78	178.96
3109	Whisky	EU	2183.0	RE_2023_2183	197.0	173.33	0	173.33	0.0	130.0	186.43
7083	Wein	USA	6157.0	RE_2023_6157	233.0	97.56	0	97.56	0.0	73.17	104.94
6	NaN	EU	10020.0	RE_2023_10020	12.0	93.58	0	93.58	0.0	70.18	100.65
10438	Whisky	EU	9512.0	RE_2023_9512	95.0	154.34	0	154.34	0.0	115.76	166.01
963	Whisky	EU	37.0	RE_2023_37	38.0	97.95	0	97.95	0.0	73.46	105.36
862	Wein	USA	8970.0	RE_2023_8970	265.0	219.64	5	219.64	-10.97999999999999	164.73	224.43
10355	Wein	EU	9429.0	RE_2023_9429	264.0	110.33	10	110.33	-11.030000000000001	82.75	106.81
7162	Whisky	USA	6236.0	RE_2023_6236	278.0	150.47	0	150.47	0.0	112.85	161.85
7363	Whisky	EU	6437.0	RE_2023_6437	241.0	207.8	5	207.8	-10.390000000000015	155.85	212.33
7843	Whisky	USA	6917.0	RE_2023_6917	223.0	224.16	0	224.16	0.0	168.12	241.11
7925	Whisky	EU	6999.0	RE_2023_6999	107.0	131.93	0	131.93	0.0	98.95	141.9
5683	Wein	Asien	4757.0	RE_2023_4757	272.0	225.04	0	225.04	0.0	168.78	242.05
9611	Wein	Asien	8685.0	RE_2023_8685	160.0	148.75	0	148.75	0.0	111.56	160.0
4583	Whisky	EU	3657.0	RE_2023_3657	70.0	160.52	5	160.52	-8.030000000000001	120.39	164.02
10899	Whisky	EU	9973.0	RE_2023_9973	60.0	163.34	0	163.34	0.0	122.5	175.69
3338	Whisky	EU	2412.0	RE_2023_2412	159.0	216.52	0	216.52	0.0	162.39	232.89
4629	Wein	EU	3703.0	RE_2023_3703	161.0	138.72	0	138.72	0.0	104.04	149.21
3240	Whisky	Asien	2314.0	RE_2023_2314	67.0	137.54	0	137.54	0.0	103.16	147.94
6544	Whisky	Asien	5618.0	RE_2023_5618	175.0	211.15	0	211.15	0.0	158.36	227.11
3836	Wein	Asien	2910.0	RE_2023_2910	5.0	148.48	0	148.48	0.0	111.36	159.71
5306	Whisky	EU	4380.0	RE_2023_4380	277.0	169.78	0	169.78	0.0	127.34	182.62
7787	Wein	Asien	6861.0	RE_2023_6861	297.0	228.81	0	228.81	0.0	171.61	246.11
8972	Rum	Asien	8046.0	RE_2023_8046	284.0	129.44	5	129.44	-6.469999999999999	97.08	132.27
1327	Champagner	Asien	401.0	RE_2023_401	100.0	145.46	0	145.46	0.0	109.1	156.46
8533	Wein	EU	7607.0	RE_2023_7607	34.0	209.17	0	209.17	0.0	156.88	224.98
747	Whisky	EU	7130.0	RE_2023_7130	222.0	190.78	0	190.78	0.0	143.08	205.2
6923	Rum	EU	5997.0	RE_2023_5997	93.0	89.84	0	89.84	0.0	67.38	96.63
10728	Champagner	EU	9802.0	RE_2023_9802	99.0	173.71	0	173.71	0.0	130.28	186.84
10703	Champagner	USA	9777.0	RE_2023_9777	91.0	110.67	5	110.67	-5.530000000000001	83.0	113.09
1473	Wein	USA	547.0	RE_2023_547	147.0	195.26	0	195.26	0.0	146.44	210.02
10052	Whisky	USA	9126.0	RE_2023_9126	280.0	145.69	0	145.69	0.0	109.27	156.7
7107	Whisky	USA	6181.0	RE_2023_6181	7.0	80.22	0	80.22	0.0	60.16	86.28
4680	Rum	EU	3754.0	RE_2023_3754	90.0	91.04	0	91.04	0.0	68.28	97.92
2867	Wein	EU	1941.0	RE_2023_1941	59.0	120.67	0	120.67	0.0	90.5	129.79
7317	Whisky	Asien	6391.0	RE_2023_6391	11.0	142.48	0	142.48	0.0	106.86	153.25
4979	Whisky	EU	4053.0	RE_2023_4053	293.0	169.96	0	169.96	0.0	127.47	182.81
10320	Whisky	EU	9394.0	RE_2023_9394	297.0	164.28	0	164.28	0.0	123.21	176.7
1525	Whisky	EU	599.0	RE_2023_599	215.0	116.43	0	116.43	0.0	87.32	125.23
3451	Champagner	USA	2525.0	RE_2023_2525	142.0	194.16	0	194.16	0.0	145.62	208.84
858	Whisky	EU	8906.0	RE_2023_8906	67.0	155.04	0	155.04	0.0	116.28	166.76
4550	Whisky	USA	3624.0	RE_2023_3624	34.0	207.91	5	207.91	-10.400000000000006	155.93	212.44
9365	Wein	Asien	8439.0	RE_2023_8439	192.0	169.82	0	169.82	0.0	127.36	182.66
4917	Whisky	USA	3991.0	RE_2023_3991	105.0	94.07	0	94.07	0.0	70.55	101.18
3883	Rum	Asien	2957.0	RE_2023_2957	263.0	154.18	0	154.18	0.0	115.64	165.84
1080	Whisky	EU	154.0	RE_2023_154	287.0	103.83	5	103.83	-5.189999999999998	77.87	106.1
8614	Whisky	Asien	7688.0	RE_2023_7688	224.0	204.68	0	204.68	0.0	153.51	220.15
8026	Whisky	Asien	7100.0	RE_2023_7100	95.0	205.48	5	205.48	-10.269999999999982	154.11	209.97
1523	Rum	USA	597.0	RE_2023_597	155.0	181.6	5	181.6	-9.079999999999984	136.2	185.56
8153	Whisky	EU	7227.0	RE_2023_7227	173.0	119.57	5	119.57	-5.97999999999999	89.68	122.18
873	Whisky	EU	9146.0	RE_2023_9146	21.0	173.67	0	173.67	0.0	130.25	186.8
2091	Whisky	Asien	1165.0	RE_2023_1165	49.0	149.48	0	149.48	0.0	112.11	160.78
2469	Whisky	EU	1543.0	RE_2023_1543	295.0	88.56	10	88.56	-8.86	66.42	85.73
5373	Whisky	EU	4447.0	RE_2023_4447	249.0	165.75	5	165.75	-8.289999999999992	124.31	169.36
6703	Champagner	EU	5777.0	RE_2023_5777	192.0	196.07	0	196.07	0.0	147.05	210.89
4405	Whisky	EU	3479.0	RE_2023_3479	233.0	149.15	0	149.15	0.0	111.86	160.43
5990	Wein	USA	5064.0	RE_2023_5064	165.0	189.56	0	189.56	0.0	142.17	203.89
6883	Champagner	USA	5957.0	RE_2023_5957	26.0	141.32	0	141.32	0.0	105.99	152.0
4804	Wein	Asien	3878.0	RE_2023_3878	172.0	181.19	5	181.19	-9.060000000000002	135.89	185.14
6737	Wein	EU	5811.0	RE_2023_5811	11.0	92.47	0	92.47	0.0	69.35	99.46
666	Whisky	EU	5834.0	RE_2023_5834	57.0	136.17	10	136.17	-13.61999999999999	102.13	131.81
3173	Whisky	EU	2247.0	RE_2023_2247	190.0	118.56	0	118.56	0.0	88.92	127.52
8678	Whisky	EU	7752.0	RE_2023_7752	115.0	103.38	0	103.38	0.0	77.54	111.2
5666	Rum	EU	4740.0	RE_2023_4740	71.0	121.85	0	121.85	0.0	91.39	131.06
5967	Wein	USA	5041.0	RE_2023_5041	186.0	142.08	5	142.08	-7.100000000000023	106.56	145.18
10699	Whisky	USA	9773.0	RE_2023_9773	174.0	154.03	0	154.03	0.0	115.52	165.67
4433	Champagner	EU	3507.0	RE_2023_3507	13.0	159.42	0	159.42	0.0	119.56	171.47
5179	Whisky	USA	4253.0	RE_2023_4253	55.0	221.15	0	221.15	0.0	165.86	237.87
6070	Whisky	Asien	5144.0	RE_2023_5144	77.0	128.65	0	128.65	0.0	96.49	138.38
1955	Whisky	EU	1029.0	RE_2023_1029	163.0	143.04	0	143.04	0.0	107.28	153.85
727	Whisky	EU	6810.0	RE_2023_6810	211.0	132.3	0	132.3	0.0	99.22	142.3
9446	Whisky	EU	8520.0	RE_2023_8520	235.0	158.35	0	158.35	0.0	118.76	170.32
52	Whisky	USA	10076.0	RE_2023_10076	41.0	119.01	NaN	119.01	-23.80000000000001	89.26	102.41
4519	Whisky	Asien	3593.0	RE_2023_3593	136.0	84.95	0	84.95	0.0	63.71	91.37
8354	Wein	EU	7428.0	RE_2023_7428	50.0	181.0	0	181.0	0.0	135.75	194.68
6751	Wein	USA	5825.0	RE_2023_5825	90.0	159.21	0	159.21	0.0	119.41	171.25
3326	Whisky	USA	2400.0	RE_2023_2400	89.0	200.54	0	200.54	0.0	150.4	215.7
9153	Wein	USA	8227.0	RE_2023_8227	150.0	150.19	0	150.19	0.0	112.64	161.54
4053	Rum	EU	3127.0	RE_2023_3127	37.0	83.53	0	83.53	0.0	62.65	89.84
5637	Whisky	EU	4711.0	RE_2023_4711	293.0	189.71	0	189.71	0.0	142.28	204.05
4129	Wein	EU	3203.0	RE_2023_3203	282.0	114.07	0	114.07	0.0	85.55	122.69
10590	Whisky	EU	9664.0	RE_2023_9664	211.0	192.81	0	192.81	0.0	144.61	207.39
2902	Whisky	Asien	1976.0	RE_2023_1976	12.0	225.04	0	225.04	0.0	168.78	242.05
3693	Rum	USA	2767.0	RE_2023_2767	230.0	219.92	0	219.92	0.0	164.94	236.55
6101	Whisky	EU	5175.0	RE_2023_5175	216.0	191.51	0	191.51	0.0	143.63	205.99
2102	Wein	USA	1176.0	RE_2023_1176	257.0	92.19	0	92.19	0.0	69.14	99.16
3653	Wein	USA	2727.0	RE_2023_2727	109.0	127.45	0	127.45	0.0	95.59	137.09
174	Rum	EU	4250.0	RE_2023_4250	272.0	224.81	0	224.81	0.0	168.61	241.81
9274	Whisky	USA	8348.0	RE_2023_8348	136.0	154.0	0	154.0	0.0	115.5	165.64
3236	Whisky	Asien	2310.0	RE_2023_2310	24.0	163.16	0	163.16	0.0	122.37	175.49
10482	Champagner	EU	9556.0	RE_2023_9556	253.0	182.56	0	182.56	0.0	136.92	196.36
2759	Champagner	EU	1833.0	RE_2023_1833	67.0	116.06	0	116.06	0.0	87.04	124.83
5631	Rum	Asien	4705.0	RE_2023_4705	291.0	218.84	5	218.84	-10.939999999999998	164.13	223.62
900	Whisky	USA	9578.0	RE_2023_9578	113.0	174.17	0	174.17	0.0	130.63	187.34
9889	Whisky	USA	8963.0	RE_2023_8963	251.0	192.25	0	192.25	0.0	144.19	206.78
5888	Whisky	EU	4962.0	RE_2023_4962	49.0	99.55	0	99.55	0.0	74.66	107.08
7296	Whisky	EU	6370.0	RE_2023_6370	25.0	161.83	0	161.83	0.0	121.37	174.06
2815	Whisky	USA	1889.0	RE_2023_1889	274.0	210.2	0	210.2	0.0	157.65	226.09
9883	Wein	EU	8957.0	RE_2023_8957	107.0	213.11	0	213.11	0.0	159.83	229.22
6888	Wein	USA	5962.0	RE_2023_5962	37.0	87.55	0	87.55	0.0	65.66	94.17
2561	Wein	USA	1635.0	RE_2023_1635	177.0	121.97	0	121.97	0.0	91.48	131.19
9263	Whisky	Asien	8337.0	RE_2023_8337	283.0	212.64	0	212.64	0.0	159.48	228.72
2536	Whisky	USA	1610.0	RE_2023_1610	190.0	224.25	0	224.25	0.0	168.19	241.2
4683	Rum	USA	3757.0	RE_2023_3757	225.0	175.38	0	175.38	0.0	131.54	188.64
3149	Whisky	USA	2223.0	RE_2023_2223	239.0	122.99	0	122.99	0.0	92.24	132.29
6399	Wein	EU	5473.0	RE_2023_5473	233.0	172.33	10	172.33	-17.230000000000018	129.25	166.83
6389	Wein	Asien	5463.0	RE_2023_5463	214.0	214.79	0	214.79	0.0	161.09	231.03
9169	Whisky	EU	8243.0	RE_2023_8243	206.0	117.72	0	117.72	0.0	88.29	126.62
3343	Wein	EU	2417.0	RE_2023_2417	274.0	164.91	0	164.91	0.0	123.68	177.38
588	Whisky	EU	4586.0	RE_2023_4586	137.0	227.78	5	227.78	-11.390000000000015	170.84	232.75
1418	Wein	EU	492.0	RE_2023_492	163.0	107.31	5	107.31	-5.3700000000000045	80.48	109.65
9256	Whisky	USA	8330.0	RE_2023_8330	149.0	181.02	5	181.02	-9.050000000000011	135.77	184.97
1365	Whisky	Asien	439.0	RE_2023_439	107.0	153.75	0	153.75	0.0	115.31	165.37
3474	Whisky	USA	2548.0	RE_2023_2548	230.0	82.47	0	82.47	0.0	61.85	88.7
7221	Wein	Asien	6295.0	RE_2023_6295	215.0	132.7	0	132.7	0.0	99.52	142.73
5227	Whisky	EU	4301.0	RE_2023_4301	189.0	165.99	0	165.99	0.0	124.49	178.54
2696	Champagner	EU	1770.0	RE_2023_1770	15.0	179.03	0	179.03	0.0	134.27	192.56
5468	Rum	EU	4542.0	RE_2023_4542	96.0	191.15	0	191.15	0.0	143.36	205.6
9990	Whisky	USA	9064.0	RE_2023_9064	109.0	195.52	0	195.52	0.0	146.64	210.3
9515	Whisky	USA	8589.0	RE_2023_8589	161.0	182.26	0	182.26	0.0	136.7	196.04
7438	Whisky	EU	6512.0	RE_2023_6512	113.0	123.25	0	123.25	0.0	92.44	132.57
9567	Rum	EU	8641.0	RE_2023_8641	298.0	203.97	0	203.97	0.0	152.98	219.39
1396	Whisky	EU	470.0	RE_2023_470	140.0	94.35	0	94.35	0.0	70.76	101.48
7184	Whisky	EU	6258.0	RE_2023_6258	2.0	204.1	5	204.1	-10.199999999999989	153.07	208.56
2089	Whisky	EU	1163.0	RE_2023_1163	123.0	182.56	10	182.56	-18.25999999999999	136.92	176.72
3907	Whisky	EU	2981.0	RE_2023_2981	278.0	173.8	0	173.8	0.0	130.35	186.94
9011	Whisky	EU	8085.0	RE_2023_8085	276.0	126.43	0	126.43	0.0	94.82	135.99
7157	Whisky	EU	6231.0	RE_2023_6231	80.0	221.27	5	221.27	-11.060000000000002	165.95	226.1
7811	Whisky	USA	6885.0	RE_2023_6885	214.0	159.58	0	159.58	0.0	119.68	171.64
9542	Rum	USA	8616.0	RE_2023_8616	6.0	107.49	5	107.49	-5.36999999999999	80.62	109.84
4896	Champagner	EU	3970.0	RE_2023_3970	262.0	107.08	0	107.08	0.0	80.31	115.18
